window_size,stdv,alt_min,received_alg,similarity
1,2.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,3.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,3.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,3.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,3.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,3.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
1,3.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,3.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,3.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,3.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,3.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,3.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
2,3.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,3.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,3.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,3.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,3.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,3.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
3,3.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,3.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,3.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,3.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,3.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,3.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
4,3.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,3.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,3.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,3.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,3.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,3.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
5,3.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.0,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.0,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.0,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.0,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.0,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
6,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
